Name,Nestbox,Section,Number,Longitude,Latitude,Grid Ref
Nestbox SC3, SC3,sc,3,-1.317261717,51.753388,SP4722506298
Nestbox SC4, SC4,sc,4,-1.317214737,51.7536215,SP4722806324
Nestbox SC5, SC5,sc,5,-1.317677872,51.75365116,SP4719606327
Nestbox SP1, SP1,sp,1,-1.257773614,51.72126399,SP5136802765
Nestbox SP10, SP10,sp,10,-1.258867554,51.72164853,SP5129202807
Nestbox SP11, SP11,sp,11,-1.258373777,51.72174432,SP5132602818
Nestbox SP12, SP12,sp,12,-1.258600237,51.72206044,SP5131002853
Nestbox SP13, SP13,sp,13,-1.259246613,51.72175135,SP5126602818
Nestbox SP14, SP14,sp,14,-1.259658738,51.72192163,SP5123702837
Nestbox SP15, SP15,sp,15,-1.25936479,51.7222271,SP5125702871
Nestbox SP16, SP16,sp,16,-1.25884147,51.72235867,SP5129302886
Nestbox SP17, SP17,sp,17,-1.258430715,51.72268876,SP5132102923
Nestbox SP18, SP18,sp,18,-1.258688043,51.72288819,SP5130302945
Nestbox SP19, SP19,sp,19,-1.259019367,51.72298919,SP5128002956
Nestbox SP2, SP2,sp,2,-1.257680434,51.72165003,SP5137402808
Nestbox SP20, SP20,sp,20,-1.259125398,51.72270213,SP5127302924
Nestbox SP21, SP21,sp,21,-1.259621532,51.72246249,SP5123902897
Nestbox SP22, SP22,sp,22,-1.259647841,51.7226245,SP5123702915
Nestbox SP23, SP23,sp,23,-1.259711559,51.72315539,SP5123202974
Nestbox SP24, SP24,sp,24,-1.259289265,51.72330558,SP5126102991
Nestbox SP25, SP25,sp,25,-1.258840221,51.72332073,SP5129202993
Nestbox SP26, SP26,sp,26,-1.259068602,51.72351998,SP5127603015
Nestbox SP27, SP27,sp,27,-1.259355623,51.72367464,SP5125603032
Nestbox SP28, SP28,sp,28,-1.259364666,51.72400738,SP5125503069
Nestbox SP29, SP29,sp,29,-1.259751409,51.72426157,SP5122803097
Nestbox SP3, SP3,sp,3,-1.257530529,51.72196378,SP5138402843
Nestbox SP30, SP30,sp,30,-1.259230415,51.7242493,SP5126403096
Nestbox SP31, SP31,sp,31,-1.259168986,51.7244647,SP5126803120
Nestbox SP32, SP32,sp,32,-1.259473573,51.72443066,SP5124703116
Nestbox SP33, SP33,sp,33,-1.260035502,51.72459604,SP5120803134
Nestbox SP34, SP34,sp,34,-1.260571562,51.72457244,SP5117103131
Nestbox SP35, SP35,sp,35,-1.260697157,51.72486095,SP5116203163
Nestbox SP36, SP36,sp,36,-1.260176597,51.72482171,SP5119803159
Nestbox SP37, SP37,sp,37,-1.260229368,51.72513673,SP5119403194
Nestbox SP38, SP38,sp,38,-1.260198655,51.72524444,SP5119603206
Nestbox SP39, SP39,sp,39,-1.259312802,51.72540969,SP5125703225
Nestbox SP4, SP4,sp,4,-1.257655804,51.72227027,SP5137502877
Nestbox SP40, SP40,sp,40,-1.259608351,51.72504291,SP5123703184
Nestbox SP41, SP41,sp,41,-1.259274954,51.72506779,SP5126003187
Nestbox SP42, SP42,sp,42,-1.258972714,51.72495799,SP5128103175
Nestbox SP43, SP43,sp,43,-1.259424123,51.72479899,SP5125003157
Nestbox SP44, SP44,sp,44,-1.259020404,51.72469754,SP5127803146
Nestbox SP45, SP45,sp,45,-1.258644462,51.72466819,SP5130403143
Nestbox SP46, SP46,sp,46,-1.258239128,51.72466564,SP5133203143
Nestbox SP47, SP47,sp,47,-1.258249339,51.72492645,SP5133103172
Nestbox SP48, SP48,sp,48,-1.258551724,51.72502726,SP5131003183
Nestbox SP49, SP49,sp,49,-1.258693695,51.72519899,SP5130003202
Nestbox SP5, SP5,sp,5,-1.25808992,51.722282,SP5134502878
Nestbox SP50, SP50,sp,50,-1.258777614,51.72537935,SP5129403222
Nestbox SP51, SP51,sp,51,-1.258412467,51.72557485,SP5131903244
Nestbox SP52, SP52,sp,52,-1.258300479,51.72534037,SP5132703218
Nestbox SP53, SP53,sp,53,-1.257863389,51.72550845,SP5135703237
Nestbox SP54, SP54,sp,54,-1.257578423,51.72522792,SP5137703206
Nestbox SP55, SP55,sp,55,-1.257942393,51.72510434,SP5135203192
Nestbox SP56, SP56,sp,56,-1.257918149,51.72481646,SP5135403160
Nestbox SP57, SP57,sp,57,-1.257470415,51.7247507,SP5138503153
Nestbox SP58, SP58,sp,58,-1.25723688,51.72486611,SP5140103166
Nestbox SP59, SP59,sp,59,-1.25699373,51.72468475,SP5141803146
Nestbox SP6, SP6,sp,6,-1.25795311,51.72179561,SP5135502824
Nestbox SP60, SP60,sp,60,-1.257359465,51.72445328,SP5139303120
Nestbox SP61, SP61,sp,61,-1.257735256,51.72449162,SP5136703124
Nestbox SP62, SP62,sp,62,-1.25815536,51.72447629,SP5133803122
Nestbox SP63, SP63,sp,63,-1.258418136,51.72434308,SP5132003107
Nestbox SP64, SP64,sp,64,-1.258798337,51.7241117,SP5129403081
Nestbox SP65, SP65,sp,65,-1.258161685,51.72408971,SP5133803079
Nestbox SP66, SP66,sp,66,-1.25851058,51.72400199,SP5131403069
Nestbox SP67, SP67,sp,67,-1.258660632,51.72367925,SP5130403033
Nestbox SP68, SP68,sp,68,-1.258835761,51.72246878,SP5129302898
Nestbox SP69, SP69,sp,69,-1.259228883,51.72155172,SP5126702796
Nestbox SP7, SP7,sp,7,-1.25806091,51.72140067,SP5134802780
Nestbox SP70, SP70,sp,70,-1.260364624,51.72217046,SP5118802864
Nestbox SP8, SP8,sp,8,-1.258412138,51.72116912,SP5132402754
Nestbox SP9, SP9,sp,9,-1.258929569,51.72139716,SP5128802779
Nestbox ST1, ST1,st,1,-1.357087312,51.7665688,SP4446307739
Nestbox ST10, ST10,st,10,-1.356950074,51.76602858,SP4447307679
Nestbox ST11, ST11,st,11,-1.35701646,51.76543552,SP4446907613
Nestbox ST12, ST12,st,12,-1.357507829,51.76552812,SP4443507623
Nestbox ST13, ST13,st,13,-1.357328142,51.76491574,SP4444807555
Nestbox ST14, ST14,st,14,-1.356967439,51.76480587,SP4447307543
Nestbox ST15, ST15,st,15,-1.357020673,51.76513884,SP4446907580
Nestbox ST16, ST16,st,16,-1.356253498,51.76508069,SP4452207574
Nestbox ST17, ST17,st,17,-1.356190554,51.76543101,SP4452607613
Nestbox ST18, ST18,st,18,-1.355670209,51.76533824,SP4456207603
Nestbox ST19, ST19,st,19,-1.354943299,51.76550509,SP4461207622
Nestbox ST2, ST2,st,2,-1.356715172,51.76624308,SP4448907703
Nestbox ST20, ST20,st,20,-1.354635036,51.76476612,SP4463407540
Nestbox ST21, ST21,st,21,-1.355020485,51.76517284,SP4460707585
Nestbox ST22, ST22,st,22,-1.355437966,51.76434794,SP4457907493
Nestbox ST23, ST23,st,23,-1.355769811,51.76444866,SP4455607504
Nestbox ST24, ST24,st,24,-1.356302079,51.76472131,SP4451907534
Nestbox ST25, ST25,st,25,-1.356466828,51.76434458,SP4450807492
Nestbox ST26, ST26,st,26,-1.357005228,51.76418569,SP4447107474
Nestbox ST3, ST3,st,3,-1.356421414,51.7665202,SP4450907734
Nestbox ST4, ST4,st,4,-1.356032744,51.76633825,SP4453607714
Nestbox ST5, ST5,st,5,-1.355709489,51.76665117,SP4455807749
Nestbox ST6, ST6,st,6,-1.35498062,51.76593687,SP4460907670
Nestbox ST7, ST7,st,7,-1.355679325,51.76571592,SP4456107645
Nestbox ST8, ST8,st,8,-1.355920534,51.76607689,SP4454407685
Nestbox ST9, ST9,st,9,-1.356359828,51.76575562,SP4451407649
Nestbox SW1, SW1,sw,1,-1.331866596,51.76797471,SP4620207911
Nestbox SW10, SW10,sw,10,-1.330216312,51.76589734,SP4631807681
Nestbox SW101, SW101,sw,101,-1.332174792,51.76181749,SP4618707226
Nestbox SW101a, SW101a,sw,101a,-1.332048774,51.76152006,SP4619607193
Nestbox SW102, SW102,sw,102,-1.331704107,51.76131131,SP4622007170
Nestbox SW103, SW103,sw,103,-1.332301039,51.76111689,SP4617907148
Nestbox SW104, SW104,sw,104,-1.331886986,51.76070094,SP4620807102
Nestbox SW104a, SW104a,sw,104a,-1.331826115,51.7608984,SP4621207124
Nestbox SW105, SW105,sw,105,-1.332024671,51.76020721,SP4619907047
Nestbox SW106, SW106,sw,106,-1.332589564,51.76021941,SP4616007048
Nestbox SW107, SW107,sw,107,-1.332908032,51.7602392,SP4613807050
Nestbox SW108, SW108,sw,108,-1.333507788,51.76083602,SP4609607116
Nestbox SW109, SW109,sw,109,-1.333503156,51.76115068,SP4609607151
Nestbox SW109a, SW109a,sw,109a,-1.332926147,51.76097658,SP4613607132
Nestbox SW11, SW11,sw,11,-1.330163807,51.76552841,SP4632207640
Nestbox SW110, SW110,sw,110,-1.333819911,51.76128735,SP4607407166
Nestbox SW111, SW111,sw,111,-1.334923258,51.76114074,SP4599807149
Nestbox SW112, SW112,sw,112,-1.335791095,51.76124455,SP4593807160
Nestbox SW113, SW113,sw,113,-1.334801146,51.76156264,SP4600607196
Nestbox SW114, SW114,sw,114,-1.334119007,51.7616397,SP4605307205
Nestbox SW115, SW115,sw,115,-1.333769436,51.76176359,SP4607707219
Nestbox SW116, SW116,sw,116,-1.334097512,51.76211611,SP4605407258
Nestbox SW117, SW117,sw,117,-1.333701561,51.76243755,SP4608107294
Nestbox SW118, SW118,sw,118,-1.334119614,51.76258378,SP4605207310
Nestbox SW119, SW119,sw,119,-1.333926104,51.76293334,SP4606507349
Nestbox SW12, SW12,sw,12,-1.330125918,51.76515101,SP4632507598
Nestbox SW120, SW120,sw,120,-1.334155147,51.76312345,SP4604907370
Nestbox SW121, SW121,sw,121,-1.334359576,51.76301671,SP4603507358
Nestbox SW122, SW122,sw,122,-1.335219529,51.76365995,SP4597507429
Nestbox SW123, SW123,sw,123,-1.335144312,51.76384834,SP4598007450
Nestbox SW124, SW124,sw,124,-1.334866115,51.76404457,SP4599907472
Nestbox SW125, SW125,sw,125,-1.33465838,51.76437607,SP4601307509
Nestbox SW126, SW126,sw,126,-1.333875172,51.76442559,SP4606707515
Nestbox SW127, SW127,sw,127,-1.333394117,51.76462067,SP4610007537
Nestbox SW128, SW128,sw,128,-1.33260918,51.76478705,SP4615407556
Nestbox SW129, SW129,sw,129,-1.332347312,51.76485749,SP4617207564
Nestbox SW13, SW13,sw,13,-1.330433526,51.76492753,SP4630407573
Nestbox SW130, SW130,sw,130,-1.332015649,51.76474771,SP4619507552
Nestbox SW131, SW131,sw,131,-1.33190852,51.76513373,SP4620207595
Nestbox SW132, SW132,sw,132,-1.331571813,51.76536558,SP4622507621
Nestbox SW133, SW133,sw,133,-1.331055372,51.76501199,SP4626107582
Nestbox SW134, SW134,sw,134,-1.331378803,51.76567918,SP4623807656
Nestbox SW14, SW14,sw,14,-1.330944638,51.7646607,SP4626907543
Nestbox SW15, SW15,sw,15,-1.331384759,51.76429457,SP4623907502
Nestbox SW16, SW16,sw,16,-1.331082613,51.76414899,SP4626007486
Nestbox SW17, SW17,sw,17,-1.330454796,51.7644691,SP4630307522
Nestbox SW18, SW18,sw,18,-1.329656826,51.76453649,SP4635807530
Nestbox SW19, SW19,sw,19,-1.32953785,51.7647426,SP4636607553
Nestbox SW2, SW2,sw,2,-1.331668907,51.76762293,SP4621607872
Nestbox SW20, SW20,sw,20,-1.329027395,51.76496447,SP4640107578
Nestbox SW21, SW21,sw,21,-1.328751031,51.76503483,SP4642007586
Nestbox SW22, SW22,sw,22,-1.328155767,51.76511235,SP4646107595
Nestbox SW23, SW23,sw,23,-1.327589613,51.76518104,SP4650007603
Nestbox SW24, SW24,sw,24,-1.327262768,51.76474759,SP4652307555
Nestbox SW25, SW25,sw,25,-1.326874766,51.76452959,SP4655007531
Nestbox SW26, SW26,sw,26,-1.328422443,51.76471826,SP4644307551
Nestbox SW27, SW27,sw,27,-1.328688315,51.76437811,SP4642507513
Nestbox SW28, SW28,sw,28,-1.328300843,51.76412414,SP4645207485
Nestbox SW29, SW29,sw,29,-1.328072887,51.7638621,SP4646807456
Nestbox SW3, SW3,sw,3,-1.331305982,51.76766627,SP4624107877
Nestbox SW30, SW30,sw,30,-1.327390836,51.76393013,SP4651507464
Nestbox SW31, SW31,sw,31,-1.327468089,51.76360689,SP4651007428
Nestbox SW32, SW32,sw,32,-1.330783513,51.76183655,SP4628307229
Nestbox SW33, SW33,sw,33,-1.330124622,51.76230034,SP4632807281
Nestbox SW34, SW34,sw,34,-1.32966909,51.76272932,SP4635907329
Nestbox SW35, SW35,sw,35,-1.32934528,51.76306914,SP4638107367
Nestbox SW36, SW36,sw,36,-1.3287176,51.76338025,SP4642407402
Nestbox SW37, SW37,sw,37,-1.328200404,51.76308059,SP4646007369
Nestbox SW38, SW38,sw,38,-1.327575652,51.76319391,SP4650307382
Nestbox SW39, SW39,sw,39,-1.326588812,51.76329615,SP4657107394
Nestbox SW4, SW4,sw,4,-1.330831931,51.7673844,SP4627407846
Nestbox SW40, SW40,sw,40,-1.326154683,51.7632577,SP4660107390
Nestbox SW41, SW41,sw,41,-1.326220973,51.76367168,SP4659607436
Nestbox SW42, SW42,sw,42,-1.326303492,51.76396886,SP4659007469
Nestbox SW43, SW43,sw,43,-1.326049016,51.76451587,SP4660707530
Nestbox SW44, SW44,sw,44,-1.325193886,51.76452894,SP4666607532
Nestbox SW45, SW45,sw,45,-1.324722179,51.76409466,SP4669907484
Nestbox SW46, SW46,sw,46,-1.325175091,51.7638455,SP4666807456
Nestbox SW47, SW47,sw,47,-1.325498134,51.76355964,SP4664607424
Nestbox SW48, SW48,sw,48,-1.325765226,51.76313858,SP4662807377
Nestbox SW49, SW49,sw,49,-1.325214654,51.76313543,SP4666607377
Nestbox SW49a, SW49a,sw,49a,-1.325099682,51.76307183,SP4667407370
Nestbox SW5, SW5,sw,5,-1.330149926,51.7677888,SP4632107891
Nestbox SW50, SW50,sw,50,-1.324424214,51.76367036,SP4672007437
Nestbox SW51, SW51,sw,51,-1.324216807,51.76397487,SP4673407471
Nestbox SW52, SW52,sw,52,-1.324107471,51.76353367,SP4674207422
Nestbox SW53, SW53,sw,53,-1.324518792,51.76315841,SP4671407380
Nestbox SW54, SW54,sw,54,-1.323434823,51.76297235,SP4678907360
Nestbox SW55, SW55,sw,55,-1.323400337,51.76334079,SP4679107401
Nestbox SW56, SW56,sw,56,-1.323018789,51.76366228,SP4681707437
Nestbox SW57, SW57,sw,57,-1.322134832,51.76366618,SP4687807438
Nestbox SW58, SW58,sw,58,-1.322417251,51.76319127,SP4685907385
Nestbox SW59, SW59,sw,59,-1.322597438,51.76276972,SP4684707338
Nestbox SW6, SW6,sw,6,-1.330065152,51.76729911,SP4632707837
Nestbox SW60, SW60,sw,60,-1.321921454,51.76243315,SP4689407301
Nestbox SW61, SW61,sw,61,-1.321972947,51.76286503,SP4689007349
Nestbox SW61a, SW61a,sw,61a,-1.320903349,51.76268802,SP4696407330
Nestbox SW62, SW62,sw,62,-1.321838509,51.76313399,SP4689907379
Nestbox SW63, SW63,sw,63,-1.320952539,51.76327273,SP4696007395
Nestbox SW64, SW64,sw,64,-1.320273592,51.76313394,SP4700707380
Nestbox SW65, SW65,sw,65,-1.32016132,51.76289098,SP4701507353
Nestbox SW66, SW66,sw,66,-1.321053762,51.76232025,SP4695407289
Nestbox SW67, SW67,sw,67,-1.320428464,51.76246949,SP4699707306
Nestbox SW68, SW68,sw,68,-1.319821162,51.76238506,SP4703907297
Nestbox SW69, SW69,sw,69,-1.319553614,51.76283307,SP4705707347
Nestbox SW7, SW7,sw,7,-1.330011848,51.76698411,SP4633107802
Nestbox SW70, SW70,sw,70,-1.319908943,51.76329368,SP4703207398
Nestbox SW71, SW71,sw,71,-1.319630819,51.76348088,SP4705107419
Nestbox SW72, SW72,sw,72,-1.319186667,51.76314564,SP4708207382
Nestbox SW73, SW73,sw,73,-1.319024024,51.76239843,SP4709407299
Nestbox SW74, SW74,sw,74,-1.318314089,51.76239431,SP4714307299
Nestbox SW75, SW75,sw,75,-1.31858504,51.7626836,SP4712407331
Nestbox SW76, SW76,sw,76,-1.318089443,51.76287899,SP4715807353
Nestbox SW77, SW77,sw,77,-1.317604017,51.76239919,SP4719207300
Nestbox SW78, SW78,sw,78,-1.317596701,51.76288467,SP4719207354
Nestbox SW79, SW79,sw,79,-1.317016477,51.76292626,SP4723207359
Nestbox SW8, SW8,sw,8,-1.330739936,51.7667455,SP4628107775
Nestbox SW80, SW80,sw,80,-1.316762871,51.76244825,SP4725007306
Nestbox SW80a, SW80a,sw,80a,-1.315658892,51.76263065,SP4732607327
Nestbox SW81, SW81,sw,81,-1.316319122,51.76304808,SP4728007373
Nestbox SW82, SW82,sw,82,-1.31563761,51.76308008,SP4732707377
Nestbox SW83, SW83,sw,83,-1.314037537,51.76253129,SP4743807317
Nestbox SW84, SW84,sw,84,-1.314614492,51.76270549,SP4739807336
Nestbox SW84a, SW84a,sw,84a,-1.314951266,51.76247368,SP4737507310
Nestbox SW85, SW85,sw,85,-1.314797129,51.76308418,SP4738507378
Nestbox SW86, SW86,sw,86,-1.314573204,51.76256139,SP4740107320
Nestbox SW87, SW87,sw,87,-1.314274311,51.76316205,SP4742107387
Nestbox SW88, SW88,sw,88,-1.313606152,51.76231298,SP4746807293
Nestbox SW89, SW89,sw,89,-1.313828567,51.76293467,SP4745207362
Nestbox SW9, SW9,sw,9,-1.329918935,51.76640815,SP4633807738
Nestbox SW90, SW90,sw,90,-1.312966342,51.7624621,SP4751207310
Nestbox TC1, TC1,tc,1,-1.259491694,51.71356928,SP5125801908
Nestbox TC10, TC10,tc,10,-1.258406615,51.71265432,SP5133401807
Nestbox TC11, TC11,tc,11,-1.257726854,51.71262305,SP5138101804
Nestbox TC12, TC12,tc,12,-1.257519186,51.7120463,SP5139601740
Nestbox TC13, TC13,tc,13,-1.256662822,51.71219374,SP5145501757
Nestbox TC14, TC14,tc,14,-1.25611096,51.71230713,SP5149301770
Nestbox TC15, TC15,tc,15,-1.256393597,51.71184137,SP5147401718
Nestbox TC16, TC16,tc,16,-1.255484361,51.71168276,SP5153701701
Nestbox TC17, TC17,tc,17,-1.256425459,51.7107806,SP5147301600
Nestbox TC18, TC18,tc,18,-1.256979551,51.71141349,SP5143401670
Nestbox TC19, TC19,tc,19,-1.257782719,51.71097799,SP5137901621
Nestbox TC2, TC2,tc,2,-1.26019631,51.71385245,SP5120901939
Nestbox TC20, TC20,tc,20,-1.258838948,51.71188379,SP5130501721
Nestbox TC21, TC21,tc,21,-1.25967061,51.71147543,SP5124801675
Nestbox TC3, TC3,tc,3,-1.25969866,51.71419098,SP5124301977
Nestbox TC4, TC4,tc,4,-1.258950182,51.71393451,SP5129501949
Nestbox TC5, TC5,tc,5,-1.258800165,51.71425725,SP5130501985
Nestbox TC6, TC6,tc,6,-1.257823362,51.71380152,SP5137301935
Nestbox TC7, TC7,tc,7,-1.257775917,51.71316284,SP5137701864
Nestbox TC8, TC8,tc,8,-1.256353037,51.71343258,SP5147501895
Nestbox TC9, TC9,tc,9,-1.258848355,51.71307969,SP5130301854
Nestbox W1, W1,w,1,-1.331420373,51.77856379,SP4622209089
Nestbox W10, W10,w,10,-1.333284366,51.77896099,SP4609309132
Nestbox W100, W100,w,100,-1.343949344,51.77819377,SP4535809040
Nestbox W101, W101,w,101,-1.344287387,51.77787198,SP4533509004
Nestbox W102, W102,w,102,-1.344456491,51.77820559,SP4532309041
Nestbox W103, W103,w,103,-1.344732911,51.7781352,SP4530409033
Nestbox W103a, W103a,w,103a,-1.344880059,51.77798317,SP4529409016
Nestbox W104, W104,w,104,-1.345186636,51.77783203,SP4527308999
Nestbox W105, W105,w,105,-1.345709052,51.77778998,SP4523708994
Nestbox W11, W11,w,11,-1.333891122,51.77909929,SP4605109147
Nestbox W12, W12,w,12,-1.333106995,51.77919375,SP4610509158
Nestbox W13, W13,w,13,-1.332905273,51.77911169,SP4611909149
Nestbox W14, W14,w,14,-1.331033437,51.7802254,SP4624709274
Nestbox W15, W15,w,15,-1.33073598,51.78073576,SP4626709331
Nestbox W16, W16,w,16,-1.331528922,51.78102799,SP4621209363
Nestbox W17, W17,w,17,-1.331089702,51.7813222,SP4624209396
Nestbox W18, W18,w,18,-1.331011779,51.78169039,SP4624709437
Nestbox W19, W19,w,19,-1.331235589,51.78224013,SP4623109498
Nestbox W2, W2,w,2,-1.331707194,51.77877221,SP4620209112
Nestbox W20, W20,w,20,-1.331259663,51.78257294,SP4622909535
Nestbox W200, W200,w,200,-1.344948927,51.77817219,SP4528909037
Nestbox W201, W201,w,201,-1.344104157,51.77861326,SP4534709086
Nestbox W202, W202,w,202,-1.34334317,51.77884324,SP4539909112
Nestbox W203, W203,w,203,-1.343099255,51.77925017,SP4541609158
Nestbox W204, W204,w,204,-1.342600179,51.77953015,SP4545009189
Nestbox W205, W205,w,205,-1.341002502,51.77951114,SP4556009188
Nestbox W206, W206,w,206,-1.340613536,51.77932626,SP4558709168
Nestbox W207, W207,w,207,-1.340063619,51.7794932,SP4562509187
Nestbox W208, W208,w,208,-1.339691554,51.77996818,SP4565009240
Nestbox W209, W209,w,209,-1.338291815,51.78028004,SP4574709275
Nestbox W21, W21,w,21,-1.331592383,51.78261978,SP4620609540
Nestbox W210, W210,w,210,-1.336697943,51.78022718,SP4585709270
Nestbox W211, W211,w,211,-1.335121093,51.7801112,SP4596509258
Nestbox W22, W22,w,22,-1.332211921,51.78189502,SP4616409459
Nestbox W23, W23,w,23,-1.331702347,51.78204497,SP4619909476
Nestbox W24, W24,w,24,-1.331913902,51.78146175,SP4618509411
Nestbox W25, W25,w,25,-1.332340083,51.78106856,SP4615609367
Nestbox W26, W26,w,26,-1.332546189,51.78085394,SP4614209343
Nestbox W27, W27,w,27,-1.332100444,51.78060865,SP4617309316
Nestbox W28, W28,w,28,-1.333037359,51.77998458,SP4610909246
Nestbox W29, W29,w,29,-1.332823128,51.77976758,SP4612409222
Nestbox W3, W3,w,3,-1.331236351,51.77924607,SP4623409165
Nestbox W31, W31,w,31,-1.332535315,51.78159115,SP4614209425
Nestbox W32, W32,w,32,-1.332980541,51.78187241,SP4611109456
Nestbox W33, W33,w,33,-1.333103574,51.78237661,SP4610209512
Nestbox W34, W34,w,34,-1.333104317,51.78134263,SP4610309397
Nestbox W35, W35,w,35,-1.333624534,51.78145347,SP4606709409
Nestbox W36, W36,w,36,-1.333672519,51.78114804,SP4606409375
Nestbox W37, W37,w,37,-1.3339362,51.78096072,SP4604609354
Nestbox W38, W38,w,38,-1.334530077,51.78099106,SP4600509357
Nestbox W39, W39,w,39,-1.33487398,51.78126274,SP4598109387
Nestbox W40, W40,w,40,-1.333942748,51.78150068,SP4604509414
Nestbox W41, W41,w,41,-1.334156073,51.78178016,SP4603009445
Nestbox W42, W42,w,42,-1.335082189,51.78090427,SP4596709347
Nestbox W43, W43,w,43,-1.335456932,51.78105024,SP4594109363
Nestbox W44, W44,w,44,-1.334539067,51.78037971,SP4600509289
Nestbox W45, W45,w,45,-1.334401133,51.7799024,SP4601509236
Nestbox W46, W46,w,46,-1.333506595,51.77961905,SP4607709205
Nestbox W47, W47,w,47,-1.333463709,51.78056243,SP4607909310
Nestbox W49, W49,w,49,-1.333859291,51.78027696,SP4605209278
Nestbox W4a, W4a,w,4a,-1.331145269,51.77952428,SP4624009196
Nestbox W4b, W4b,w,4b,-1.330894484,51.77981956,SP4625709229
Nestbox W5, W5,w,5,-1.331798561,51.77945606,SP4619509188
Nestbox W50, W50,w,50,-1.335708486,51.78070101,SP4592409324
Nestbox W51, W51,w,51,-1.33616043,51.78151322,SP4589209414
Nestbox W51a, W51a,w,51a,-1.336395911,51.78127133,SP4587609387
Nestbox W52, W52,w,52,-1.33720774,51.78126692,SP4582009386
Nestbox W53, W53,w,53,-1.337787392,51.78127918,SP4578009387
Nestbox W54, W54,w,54,-1.333528959,51.78203736,SP4607309474
Nestbox W55, W55,w,55,-1.333761273,51.7820117,SP4605709471
Nestbox W56, W56,w,56,-1.334693172,51.78172926,SP4599309439
Nestbox W57, W57,w,57,-1.335102062,51.78152477,SP4596509416
Nestbox W58, W58,w,58,-1.335796487,51.78161861,SP4591709426
Nestbox W59, W59,w,59,-1.335863966,51.78097162,SP4591309354
Nestbox W6, W6,w,6,-1.331976603,51.77917835,SP4618309157
Nestbox W60, W60,w,60,-1.336637706,51.78158739,SP4585909422
Nestbox W61, W61,w,61,-1.337187978,51.78162646,SP4582109426
Nestbox W62, W62,w,62,-1.338571282,51.78120267,SP4572609378
Nestbox W63, W63,w,63,-1.339025998,51.78083659,SP4569509337
Nestbox W64, W64,w,64,-1.339218365,51.78056793,SP4568209307
Nestbox W64a, W64a,w,64a,-1.339875333,51.78024794,SP4563709271
Nestbox W64b, W64b,w,64b,-1.338683124,51.78049299,SP4571909299
Nestbox W65, W65,w,65,-1.339796303,51.78069705,SP4564209321
Nestbox W66, W66,w,66,-1.338124055,51.78105629,SP4575709362
Nestbox W67, W67,w,67,-1.337226712,51.78096133,SP4581909352
Nestbox W68, W68,w,68,-1.336621106,51.78074213,SP4586109328
Nestbox W69, W69,w,69,-1.336472741,51.77998603,SP4587209244
Nestbox W7, W7,w,7,-1.332377525,51.7795133,SP4615509194
Nestbox W71, W71,w,71,-1.337328819,51.77992792,SP4581309237
Nestbox W72, W72,w,72,-1.338085043,51.78075037,SP4576009328
Nestbox W73, W73,w,73,-1.337645454,51.78008255,SP4579109254
Nestbox W74, W74,w,74,-1.337520534,51.77970422,SP4580009212
Nestbox W75, W75,w,75,-1.339454415,51.77929251,SP4566709165
Nestbox W75a, W75a,w,75a,-1.338231927,51.7796273,SP4575109203
Nestbox W76, W76,w,76,-1.33978817,51.77926741,SP4564409162
Nestbox W77, W77,w,77,-1.340296507,51.77919833,SP4560909154
Nestbox W78, W78,w,78,-1.339189454,51.77956975,SP4568509196
Nestbox W79, W79,w,79,-1.339197778,51.77999238,SP4568409243
Nestbox W8, W8,w,8,-1.332211418,51.77898232,SP4616709135
Nestbox W80, W80,w,80,-1.338905136,51.78017955,SP4570409264
Nestbox W81, W81,w,81,-1.340320199,51.78055613,SP4560609305
Nestbox W83, W83,w,83,-1.340316845,51.77979187,SP4560709220
Nestbox W84, W84,w,84,-1.3408134,51.78053193,SP4557209302
Nestbox W85, W85,w,85,-1.340905212,51.78019977,SP4556609265
Nestbox W87, W87,w,87,-1.341191432,51.78045312,SP4554609293
Nestbox W89, W89,w,89,-1.341657213,51.78032086,SP4551409278
Nestbox W9, W9,w,9,-1.332013149,51.77866651,SP4618109100
Nestbox W91, W91,w,91,-1.34192347,51.77995372,SP4549609237
Nestbox W92, W92,w,92,-1.341943325,51.77958519,SP4549509196
Nestbox W93, W93,w,93,-1.341746816,51.77914352,SP4550909147
Nestbox W94, W94,w,94,-1.341212504,51.77900566,SP4554609132
Nestbox W95, W95,w,95,-1.341750477,51.77889179,SP4550909119
Nestbox W96, W96,w,96,-1.341979895,51.77906391,SP4549309138
Nestbox W97, W97,w,97,-1.34207274,51.77865982,SP4548709093
Nestbox W98, W98,w,98,-1.342475692,51.77885988,SP4545909115
Nestbox W99, W99,w,99,-1.34362905,51.77829089,SP4538009051
Nestbox W99a, W99a,w,99a,-1.343561407,51.77795784,SP4538509014
Nestbox WB1, WB1,wb,1,-1.255531537,51.71674517,SP5152802264
Nestbox WB10, WB10,wb,10,-1.256841093,51.71633086,SP5143802217
Nestbox WB11, WB11,wb,11,-1.256164646,51.71521166,SP5148602093
Nestbox WB12, WB12,wb,12,-1.255233636,51.71549349,SP5155002125
Nestbox WB13, WB13,wb,13,-1.256259003,51.7147537,SP5148002042
Nestbox WB14, WB14,wb,14,-1.25545412,51.71440694,SP5153602004
Nestbox WB15, WB15,wb,15,-1.257195111,51.71946208,SP5141002565
Nestbox WB16, WB16,wb,16,-1.256457645,51.71941246,SP5146102560
