Rtype,Ring,Spec,Age,Sex,Date,Place,Site,Find,Circumstance,Text,Wing,Wt,Init,Blmtd,Bill,Bdmtd,Billd,Tsmtd,Tarsus,Fat,Fatmtd,Pec,Pulaliv,Pulring
N,BZD3975,BLUTI,1,,15/05/2026  08:35:00,WYT,O58,,,,,10.5,DLI,,,,,,,,,,11,11
N,BZD3976,BLUTI,1,,15/05/2026  08:35:00,WYT,O58,,,,,10.9,DLI,,,,,,,,,,11,11
N,BZD3977,BLUTI,1,,15/05/2026  08:35:00,WYT,O58,,,,,10.5,DLI,,,,,,,,,,11,11
N,BZD3978,BLUTI,1,,15/05/2026  08:35:00,WYT,O58,,,,,11.0,DLI,,,,,,,,,,11,11
N,BZD3979,BLUTI,1,,15/05/2026  08:35:00,WYT,O58,,,,,10.6,DLI,,,,,,,,,,11,11
N,BZD3980,BLUTI,1,,15/05/2026  08:35:00,WYT,O58,,,,,11.5,DLI,,,,,,,,,,11,11
N,BZD3981,BLUTI,1,,15/05/2026  08:35:00,WYT,O58,,,,,10.9,DLI,,,,,,,,,,11,11
N,BZD3982,BLUTI,1,,15/05/2026  08:35:00,WYT,O58,,,,,11.7,DLI,,,,,,,,,,11,11
N,BZD3983,BLUTI,1,,15/05/2026  08:35:00,WYT,O58,,,,,11.3,DLI,,,,,,,,,,11,11
N,BZD3984,BLUTI,1,,15/05/2026  08:35:00,WYT,O58,,,,,8.4,DLI,,,,,,,,,,11,11
R,BZD6084,BLUTI,5,M,12/05/2026  10:54:59,WYT,O58,,,,59.0,,DLI,,,,,M,18.9,,,,,
N,BZD4227,BLUTI,5,F,12/05/2026  10:02:00,WYT,O58,,,,61.0,10.8,DLI,,,,,M,18.7,,,,,
O,PF71123,GRETI,6,M,15/05/2026  08:07:59,WYT,O59,89,86,,,,DLI,,,,,,,,,,,
R,PF71123,GRETI,6,M,26/05/2026  09:59:59,WYT,O59,,,,79.0,20.0,KMM,,,,,M,23.6,,,,,
N,JF63308,GRETI,4,F,20/05/2026  02:00:00,WYT,O59,,,,,18.7,IMB,,,,,M,23.2,,,,,
R,JF63308,GRETI,4,F,27/05/2026  18:30:00,WYT,O59,,,,72.0,17.6,IMB,,,,,M,22.9,,,,,
R,PF71123,GRETI,6,M,27/05/2026  18:30:00,WYT,O59,,,,77.0,19.7,IMB,,,,,M,22.5,,,,,
N,JF63712,GRETI,1,,23/05/2026  08:25:00,WYT,O59,,,,,15.8,PCO,,,,,,,,,,7,7
N,JF63713,GRETI,1,,23/05/2026  08:25:00,WYT,O59,,,,,17.9,PCO,,,,,,,,,,7,7
N,JF63714,GRETI,1,,23/05/2026  08:25:00,WYT,O59,,,,,19.4,PCO,,,,,,,,,,7,7
N,JF63715,GRETI,1,,23/05/2026  08:25:00,WYT,O59,,,,,18.1,PCO,,,,,,,,,,7,7
N,JF63716,GRETI,1,,23/05/2026  08:25:00,WYT,O59,,,,,18.1,PCO,,,,,,,,,,7,7
N,JF63717,GRETI,1,,23/05/2026  08:25:00,WYT,O59,,,,,13.3,PCO,,,,,,,,,,7,7
N,JF63718,GRETI,1,,23/05/2026  08:25:00,WYT,O59,,,,,16.6,PCO,,,,,,,,,,7,7
N,BZD5637,BLUTI,1,,27/05/2026  08:12:00,WYT,O5A,,,,,9.2,DLI,,,,,,,,,,6,6
N,BZD5638,BLUTI,1,,27/05/2026  08:12:00,WYT,O5A,,,,,9.3,DLI,,,,,,,,,,6,6
N,BZD5639,BLUTI,1,,27/05/2026  08:12:00,WYT,O5A,,,,,9.6,DLI,,,,,,,,,,6,6
N,BZD5640,BLUTI,1,,27/05/2026  08:12:00,WYT,O5A,,,,,10.1,DLI,,,,,,,,,,6,6
N,BZD5641,BLUTI,1,,27/05/2026  08:12:00,WYT,O5A,,,,,10.8,DLI,,,,,,,,,,6,6
N,BZD5642,BLUTI,1,,27/05/2026  08:12:00,WYT,O5A,,,,,9.8,DLI,,,,,,,,,,6,6
O,BDB5191,BLUTI,6,M,12/05/2026  06:15:59,WYT,O6,89,86,,,,DLI,,,,,,,,,,,
N,BZD5601,BLUTI,1,,21/05/2026  09:49:59,WYT,O6,,,,,11.3,DLI,,,,,,,,,,5,5
N,BZD5602,BLUTI,1,,21/05/2026  09:49:59,WYT,O6,,,,,11.7,DLI,,,,,,,,,,5,5
N,BZD5603,BLUTI,1,,21/05/2026  09:49:59,WYT,O6,,,,,10.7,DLI,,,,,,,,,,5,5
N,BZD5604,BLUTI,1,,21/05/2026  09:49:59,WYT,O6,,,,,10.3,DLI,,,,,,,,,,5,5
N,BZD5605,BLUTI,1,,21/05/2026  09:49:59,WYT,O6,,,,,10.5,DLI,,,,,,,,,,5,5
N,BZD5165,BLUTI,6,F,17/05/2026  04:59:00,WYT,O6,,,,59.0,10.5,DLI,,,,,M,18.6,,,,,
N,BZD5570,BLUTI,1,,20/05/2026  09:02:59,WYT,O61,,,,,10.7,DLI,,,,,,,,,,9,9
N,BZD5571,BLUTI,1,,20/05/2026  09:02:59,WYT,O61,,,,,10.2,DLI,,,,,,,,,,9,9
N,BZD5572,BLUTI,1,,20/05/2026  09:02:59,WYT,O61,,,,,9.0,DLI,,,,,,,,,,9,9
N,BZD5573,BLUTI,1,,20/05/2026  09:02:59,WYT,O61,,,,,9.1,DLI,,,,,,,,,,9,9
N,BZD5574,BLUTI,1,,20/05/2026  09:02:59,WYT,O61,,,,,9.6,DLI,,,,,,,,,,9,9
N,BZD5575,BLUTI,1,,20/05/2026  09:02:59,WYT,O61,,,,,10.7,DLI,,,,,,,,,,9,9
N,BZD5576,BLUTI,1,,20/05/2026  09:02:59,WYT,O61,,,,,9.7,DLI,,,,,,,,,,9,9
N,BZD5577,BLUTI,1,,20/05/2026  09:02:59,WYT,O61,,,,,10.0,DLI,,,,,,,,,,9,9
N,BZD5578,BLUTI,1,,20/05/2026  09:02:59,WYT,O61,,,,,9.9,DLI,,,,,,,,,,9,9
R,BZD0241,BLUTI,6,M,17/05/2026  07:37:00,WYT,O61,,,,62.0,11.1,DLI,,,,,M,19.4,,,,,
N,BZD5144,BLUTI,5,F,16/05/2026  06:36:59,WYT,O61,,,,58.0,10.5,DLI,,,,,M,18.3,,,,,
N,PY92382,GRETI,1,,13/05/2026  08:13:59,WYT,O62,,,,,19.1,DLI,,,,,,,,,,4,4
N,PY92383,GRETI,1,,13/05/2026  08:13:59,WYT,O62,,,,,18.3,DLI,,,,,,,,,,4,4
N,PY92384,GRETI,1,,13/05/2026  08:13:59,WYT,O62,,,,,18.1,DLI,,,,,,,,,,4,4
N,PY92385,GRETI,1,,13/05/2026  08:13:59,WYT,O62,,,,,18.7,DLI,,,,,,,,,,4,4
R,VZ33475,GRETI,6,F,09/05/2026  05:23:59,WYT,O62,,,,74.0,18.1,DLI,,,,,M,23.0,,,,,
N,PY92372,GRETI,5,M,09/05/2026  07:21:59,WYT,O62,,,,78.0,20.1,DLI,,,,,M,24.1,,,,,
O,PY93673,GRETI,5,F,09/05/2026  06:01:00,WYT,O63,89,86,,,,DLI,,,,,,,,,,,
O,VZ31706,GRETI,6,M,09/05/2026  06:01:00,WYT,O63,89,86,,,,DLI,,,,,,,,,,,
N,JF63627,GRETI,1,,18/05/2026  10:40:00,WYT,O63,,,,,19.2,HB,,,,,,,,,,8,8
N,JF63628,GRETI,1,,18/05/2026  10:40:00,WYT,O63,,,,,19.0,HB,,,,,,,,,,8,8
N,JF63629,GRETI,1,,18/05/2026  10:40:00,WYT,O63,,,,,18.7,HB,,,,,,,,,,8,8
N,JF63630,GRETI,1,,18/05/2026  10:40:00,WYT,O63,,,,,18.2,HB,,,,,,,,,,8,8
N,JF63631,GRETI,1,,18/05/2026  10:40:00,WYT,O63,,,,,18.5,HB,,,,,,,,,,8,8
N,JF63632,GRETI,1,,18/05/2026  10:40:00,WYT,O63,,,,,20.0,HB,,,,,,,,,,8,8
N,JF63633,GRETI,1,,18/05/2026  10:40:00,WYT,O63,,,,,19.5,HB,,,,,,,,,,8,8
N,JF63634,GRETI,1,,18/05/2026  10:40:00,WYT,O63,,,,,17.1,HB,,,,,,,,,,8,8
O,PY91750,GRETI,5,M,05/05/2026  09:04:59,WYT,O64,89,86,,,,DLI,,,,,,,,,,,
O,PY94156,GRETI,5,F,05/05/2026  09:04:59,WYT,O64,89,86,,,,DLI,,,,,,,,,,,
N,PY92389,GRETI,1,,14/05/2026  09:31:59,WYT,O64,,,,,19.4,DLI,,,,,,,,,,6,6
N,PY92390,GRETI,1,,14/05/2026  09:31:59,WYT,O64,,,,,20.2,DLI,,,,,,,,,,6,6
N,PY92391,GRETI,1,,14/05/2026  09:31:59,WYT,O64,,,,,19.8,DLI,,,,,,,,,,6,6
N,PY92392,GRETI,1,,14/05/2026  09:31:59,WYT,O64,,,,,20.7,DLI,,,,,,,,,,6,6
N,PY92393,GRETI,1,,14/05/2026  09:31:59,WYT,O64,,,,,19.4,DLI,,,,,,,,,,6,6
N,PY92394,GRETI,1,,14/05/2026  09:31:59,WYT,O64,,,,,18.6,DLI,,,,,,,,,,6,6
O,ATR9326,BLUTI,6,F,09/05/2026  05:55:59,WYT,O70,89,86,,,,DLI,,,,,,,,,,,
N,BZD7207,BLUTI,1,,18/05/2026  11:04:59,WYT,O70,,,,,11.7,HB,,,,,,,,,,8,8
N,BZD7208,BLUTI,1,,18/05/2026  11:04:59,WYT,O70,,,,,10.1,HB,,,,,,,,,,8,8
N,BZD7209,BLUTI,1,,18/05/2026  11:04:59,WYT,O70,,,,,11.2,HB,,,,,,,,,,8,8
N,BZD7210,BLUTI,1,,18/05/2026  11:04:59,WYT,O70,,,,,11.4,HB,,,,,,,,,,8,8
N,BZD7211,BLUTI,1,,18/05/2026  11:04:59,WYT,O70,,,,,10.4,HB,,,,,,,,,,8,8
N,BZD7212,BLUTI,1,,18/05/2026  11:04:59,WYT,O70,,,,,9.0,HB,,,,,,,,,,8,8
N,BZD7213,BLUTI,1,,18/05/2026  11:04:59,WYT,O70,,,,,10.6,HB,,,,,,,,,,8,8
N,BZD7214,BLUTI,1,,18/05/2026  11:04:59,WYT,O70,,,,,10.8,HB,,,,,,,,,,8,8
O,PY92356,GRETI,5,,12/05/2026  10:25:00,WYT,O71,89,86,,,,DLI,,,,,,,,,,,
N,PY92982,GRETI,1,,22/05/2026  08:32:59,WYT,O71,,,,,18.7,DLI,,,,,,,,,,6,6
N,PY92983,GRETI,1,,22/05/2026  08:32:59,WYT,O71,,,,,19.6,DLI,,,,,,,,,,6,6
N,PY92984,GRETI,1,,22/05/2026  08:32:59,WYT,O71,,,,,18.6,DLI,,,,,,,,,,6,6
N,PY92985,GRETI,1,,22/05/2026  08:32:59,WYT,O71,,,,,19.0,DLI,,,,,,,,,,6,6
N,PY92986,GRETI,1,,22/05/2026  08:32:59,WYT,O71,,,,,17.6,DLI,,,,,,,,,,6,6
N,PY92987,GRETI,1,,22/05/2026  08:32:59,WYT,O71,,,,,18.8,DLI,,,,,,,,,,6,6
R,PY92356,GRETI,5,F,17/05/2026  05:22:00,WYT,O71,,,,74.0,19.4,DLI,,,,,M,23.8,,,,,
O,BAC0487,BLUTI,6,M,05/05/2026  09:59:00,WYT,O72,89,86,,,,DLI,,,,,,,,,,,
O,BZD0036,BLUTI,6,F,05/05/2026  09:59:00,WYT,O72,89,86,,,,DLI,,,,,,,,,,,
N,BZD3940,BLUTI,1,,14/05/2026  10:06:59,WYT,O72,,,,,11.6,DLI,,,,,,,,,,8,8
N,BZD3941,BLUTI,1,,14/05/2026  10:06:59,WYT,O72,,,,,11.2,DLI,,,,,,,,,,8,8
N,BZD3942,BLUTI,1,,14/05/2026  10:06:59,WYT,O72,,,,,11.2,DLI,,,,,,,,,,8,8
N,BZD3943,BLUTI,1,,14/05/2026  10:06:59,WYT,O72,,,,,11.5,DLI,,,,,,,,,,8,8
N,BZD3944,BLUTI,1,,14/05/2026  10:06:59,WYT,O72,,,,,11.0,DLI,,,,,,,,,,8,8
N,BZD3945,BLUTI,1,,14/05/2026  10:06:59,WYT,O72,,,,,11.2,DLI,,,,,,,,,,8,8
N,BZD3946,BLUTI,1,,14/05/2026  10:06:59,WYT,O72,,,,,11.2,DLI,,,,,,,,,,8,8
N,BZD3947,BLUTI,1,,14/05/2026  10:06:59,WYT,O72,,,,,11.0,DLI,,,,,,,,,,8,8
O,BZD1184,BLUTI,6,M,04/05/2026  09:20:59,WYT,O73,89,86,,,,DLI,,,,,,,,,,,
O,BZD1153,BLUTI,5,F,04/05/2026  09:20:59,WYT,O73,89,86,,,,DLI,,,,,,,,,,,
N,BZD4275,BLUTI,1,,13/05/2026  11:13:00,WYT,O73,,,,,11.4,DLI,,,,,,,,,,8,8
N,BZD4276,BLUTI,1,,13/05/2026  11:13:00,WYT,O73,,,,,11.1,DLI,,,,,,,,,,8,8
N,BZD4277,BLUTI,1,,13/05/2026  11:13:00,WYT,O73,,,,,10.9,DLI,,,,,,,,,,8,8
N,BZD4278,BLUTI,1,,13/05/2026  11:13:00,WYT,O73,,,,,11.3,DLI,,,,,,,,,,8,8
N,BZD4280,BLUTI,1,,13/05/2026  11:13:00,WYT,O73,,,,,11.0,DLI,,,,,,,,,,8,8
N,BZD4281,BLUTI,1,,13/05/2026  11:13:00,WYT,O73,,,,,10.5,DLI,,,,,,,,,,8,8
N,BZD4282,BLUTI,1,,13/05/2026  11:13:00,WYT,O73,,,,,10.5,DLI,,,,,,,,,,8,8
N,BZD4283,BLUTI,1,,13/05/2026  11:13:00,WYT,O73,,,,,10.9,DLI,,,,,,,,,,8,8
O,PY92348,GRETI,5,F,06/05/2026  10:47:59,WYT,O74,89,86,,,,DLI,,,,,,,,,,,
O,PY93629,GRETI,6,M,06/05/2026  10:47:59,WYT,O74,89,86,,,,DLI,,,,,,,,,,,
O,PY94108,GRETI,5,M,07/05/2026  09:27:59,WYT,O77,89,86,,,,DLI,,,,,,,,,,,
N,PY92930,GRETI,1,,17/05/2026  05:41:00,WYT,O77,,,,,19.5,DLI,,,,,,,,,,6,6
N,PY92931,GRETI,1,,17/05/2026  05:41:00,WYT,O77,,,,,18.4,DLI,,,,,,,,,,6,6
N,PY92932,GRETI,1,,17/05/2026  05:41:00,WYT,O77,,,,,17.8,DLI,,,,,,,,,,6,6
N,PY92933,GRETI,1,,17/05/2026  05:41:00,WYT,O77,,,,,18.8,DLI,,,,,,,,,,6,6
N,PY92934,GRETI,1,,17/05/2026  05:41:00,WYT,O77,,,,,19.4,DLI,,,,,,,,,,6,6
N,PY92935,GRETI,1,,17/05/2026  05:41:00,WYT,O77,,,,,17.6,DLI,,,,,,,,,,6,6
R,PY94295,GRETI,5,F,13/05/2026  03:49:59,WYT,O77,,,,73.0,19.0,KMM,,,,,,,,,,,
O,PY91114,GRETI,6,M,05/05/2026  09:55:00,WYT,O78,89,86,,,,DLI,,,,,,,,,,,
N,PY92395,GRETI,1,,14/05/2026  10:38:59,WYT,O78,,,,,20.5,DLI,,,,,,,,,,7,7
N,PY92396,GRETI,1,,14/05/2026  10:38:59,WYT,O78,,,,,19.4,DLI,,,,,,,,,,7,7
N,PY92397,GRETI,1,,14/05/2026  10:38:59,WYT,O78,,,,,19.8,DLI,,,,,,,,,,7,7
N,PY92398,GRETI,1,,14/05/2026  10:38:59,WYT,O78,,,,,20.4,DLI,,,,,,,,,,7,7
N,PY92399,GRETI,1,,14/05/2026  10:38:59,WYT,O78,,,,,20.2,DLI,,,,,,,,,,7,7
N,PY92400,GRETI,1,,14/05/2026  10:38:59,WYT,O78,,,,,20.0,DLI,,,,,,,,,,7,7
N,PY92901,GRETI,1,,14/05/2026  10:38:59,WYT,O78,,,,,20.3,DLI,,,,,,,,,,7,7
O,BAC0582,BLUTI,6,F,11/05/2026  11:10:59,WYT,O78A,89,86,,,,DLI,,,,,,,,,,,
O,BZD0257,BLUTI,6,M,11/05/2026  11:10:59,WYT,O78A,89,86,,,,DLI,,,,,,,,,,,
N,BZD5557,BLUTI,1,,20/05/2026  08:06:59,WYT,O78A,,,,,11.4,DLI,,,,,,,,,,12,12
P,BZD5558,BLUTI,1,,20/05/2026  08:06:59,WYT,O78A,,,,,8.6,DLI,,,,,,,,,,12,12
N,BZD5559,BLUTI,1,,20/05/2026  08:06:59,WYT,O78A,,,,,10.2,DLI,,,,,,,,,,12,12
N,BZD5560,BLUTI,1,,20/05/2026  08:06:59,WYT,O78A,,,,,10.4,DLI,,,,,,,,,,12,12
N,BZD5561,BLUTI,1,,20/05/2026  08:06:59,WYT,O78A,,,,,8.8,DLI,,,,,,,,,,12,12
N,BZD5562,BLUTI,1,,20/05/2026  08:06:59,WYT,O78A,,,,,9.2,DLI,,,,,,,,,,12,12
N,BZD5563,BLUTI,1,,20/05/2026  08:06:59,WYT,O78A,,,,,10.3,DLI,,,,,,,,,,12,12
N,BZD5564,BLUTI,1,,20/05/2026  08:06:59,WYT,O78A,,,,,9.1,DLI,,,,,,,,,,12,12
N,BZD5565,BLUTI,1,,20/05/2026  08:06:59,WYT,O78A,,,,,11.0,DLI,,,,,,,,,,12,12
N,BZD5566,BLUTI,1,,20/05/2026  08:06:59,WYT,O78A,,,,,10.8,DLI,,,,,,,,,,12,12
N,BZD5567,BLUTI,1,,20/05/2026  08:06:59,WYT,O78A,,,,,10.6,DLI,,,,,,,,,,12,12
N,BZD5568,BLUTI,1,,20/05/2026  08:06:59,WYT,O78A,,,,,9.4,DLI,,,,,,,,,,12,12
O,BZD1987,BLUTI,5,M,02/05/2026  08:10:00,WYT,O8,89,86,,,,DLI,,,,,,,,,,,
O,PY92319,GRETI,5,,08/05/2026  09:02:59,WYT,O81,89,86,,,,DLI,,,,,,,,,,,
N,PY92387,GRETI,5,F,14/05/2026  05:19:59,WYT,O81,,,,73.0,18.1,DLI,,,,,M,23.5,,,,,
N,JF63621,GRETI,1,,18/05/2026  10:25:00,WYT,O81,,,,,19.2,HB,,,,,,,,,,6,6
N,JF63622,GRETI,1,,18/05/2026  10:25:00,WYT,O81,,,,,18.1,HB,,,,,,,,,,6,6
N,JF63623,GRETI,1,,18/05/2026  10:25:00,WYT,O81,,,,,17.5,HB,,,,,,,,,,6,6
N,JF63624,GRETI,1,,18/05/2026  10:25:00,WYT,O81,,,,,17.8,HB,,,,,,,,,,6,6
N,JF63625,GRETI,1,,18/05/2026  10:25:00,WYT,O81,,,,,19.3,HB,,,,,,,,,,6,6
N,JF63626,GRETI,1,,18/05/2026  10:25:00,WYT,O81,,,,,17.9,HB,,,,,,,,,,6,6
O,AVL3515,BLUTI,6,M,02/05/2026  10:44:59,WYT,O83,89,86,,,,DLI,,,,,,,,,,,
N,BZD5265,BLUTI,1,,11/05/2026  05:48:00,WYT,O83,,,,,12.4,DLI,,,,,,,,,,9,9
N,BZD5266,BLUTI,1,,11/05/2026  05:48:00,WYT,O83,,,,,11.5,DLI,,,,,,,,,,9,9
N,BZD5267,BLUTI,1,,11/05/2026  05:48:00,WYT,O83,,,,,11.7,DLI,,,,,,,,,,9,9
N,BZD5268,BLUTI,1,,11/05/2026  05:48:00,WYT,O83,,,,,11.3,DLI,,,,,,,,,,9,9
N,BZD5269,BLUTI,1,,11/05/2026  05:48:00,WYT,O83,,,,,11.2,DLI,,,,,,,,,,9,9
N,BZD5270,BLUTI,1,,11/05/2026  05:48:00,WYT,O83,,,,,10.9,DLI,,,,,,,,,,9,9
N,BZD5271,BLUTI,1,,11/05/2026  05:48:00,WYT,O83,,,,,11.4,DLI,,,,,,,,,,9,9
N,BZD5272,BLUTI,1,,11/05/2026  05:48:00,WYT,O83,,,,,11.8,DLI,,,,,,,,,,9,9
N,BZD5273,BLUTI,1,,11/05/2026  05:48:00,WYT,O83,,,,,11.4,DLI,,,,,,,,,,9,9
R,AVL3515,BLUTI,6,M,07/05/2026  08:00:00,WYT,O83,,,,64.0,10.6,DLI,,,,,M,19.6,,,,,
N,BZD5225,BLUTI,6,F,07/05/2026  08:29:59,WYT,O83,,,,62.0,10.5,DLI,,,,,M,19.2,,,,,
O,AJY4410,BLUTI,6,F,15/05/2026  06:30:59,WYT,O84,89,86,,,,DLI,,,,,,,,,,,
N,BZD5622,BLUTI,1,,24/05/2026  09:36:00,WYT,O84,,,,,10.9,DLI,,,,,,,,,,8,8
N,BZD5623,BLUTI,1,,24/05/2026  09:36:00,WYT,O84,,,,,11.1,DLI,,,,,,,,,,8,8
N,BZD5624,BLUTI,1,,24/05/2026  09:36:00,WYT,O84,,,,,10.4,DLI,,,,,,,,,,8,8
N,BZD5625,BLUTI,1,,24/05/2026  09:36:00,WYT,O84,,,,,12.1,DLI,,,,,,,,,,8,8
N,BZD5626,BLUTI,1,,24/05/2026  09:36:00,WYT,O84,,,,,11.4,DLI,,,,,,,,,,8,8
N,BZD5627,BLUTI,1,,24/05/2026  09:36:00,WYT,O84,,,,,11.8,DLI,,,,,,,,,,8,8
N,BZD5628,BLUTI,1,,24/05/2026  09:36:00,WYT,O84,,,,,10.8,DLI,,,,,,,,,,8,8
N,BZD5629,BLUTI,1,,24/05/2026  09:36:00,WYT,O84,,,,,10.7,DLI,,,,,,,,,,8,8
R,AJY4410,BLUTI,6,F,20/05/2026  07:41:59,WYT,O84,,,,62.0,10.7,DLI,,,,,M,19.6,,,,,
R,BZD5569,BLUTI,6,M,20/05/2026  08:42:00,WYT,O84,,,,63.0,11.2,DLI,,,,,M,20.3,,,,,
N,BZD5263,BLUTI,6,F,11/05/2026  04:50:00,WYT,O86,,,,60.0,11.2,DLI,,,,,M,18.9,,,,,
N,BZD5275,BLUTI,5,M,11/05/2026  06:05:59,WYT,O86,,,,63.0,10.6,DLI,,,,,M,19.1,,,,,
N,BZD7094,BLUTI,1,,15/05/2026  08:07:59,WYT,O86,,,,,11.9,KMM,,,,,,,,,,7,7
N,BZD7095,BLUTI,1,,15/05/2026  08:07:59,WYT,O86,,,,,11.0,KMM,,,,,,,,,,7,7
N,BZD7096,BLUTI,1,,15/05/2026  08:07:59,WYT,O86,,,,,12.0,KMM,,,,,,,,,,7,7
N,BZD7097,BLUTI,1,,15/05/2026  08:07:59,WYT,O86,,,,,12.3,KMM,,,,,,,,,,7,7
N,BZD7098,BLUTI,1,,15/05/2026  08:07:59,WYT,O86,,,,,11.5,KMM,,,,,,,,,,7,7
N,BZD7099,BLUTI,1,,15/05/2026  08:07:59,WYT,O86,,,,,11.0,KMM,,,,,,,,,,7,7
N,BZD7100,BLUTI,1,,15/05/2026  08:07:59,WYT,O86,,,,,11.6,KMM,,,,,,,,,,7,7
O,PY91032,GRETI,6,M,05/05/2026  07:50:00,WYT,O87,89,86,,,,DLI,,,,,,,,,,,
O,PY94140,GRETI,5,F,05/05/2026  07:50:00,WYT,O87,89,86,,,,DLI,,,,,,,,,,,
N,JF63570,GRETI,1,,15/05/2026  08:15:00,WYT,O87,,,,,21.0,KMM,,,,,,,,,,8,8
N,JF63571,GRETI,1,,15/05/2026  08:15:00,WYT,O87,,,,,20.1,KMM,,,,,,,,,,8,8
N,JF63572,GRETI,1,,15/05/2026  08:15:00,WYT,O87,,,,,21.5,KMM,,,,,,,,,,8,8
N,JF63573,GRETI,1,,15/05/2026  08:15:00,WYT,O87,,,,,21.8,KMM,,,,,,,,,,8,8
N,JF63574,GRETI,1,,15/05/2026  08:15:00,WYT,O87,,,,,20.2,KMM,,,,,,,,,,8,8
N,JF63575,GRETI,1,,15/05/2026  08:15:00,WYT,O87,,,,,21.3,KMM,,,,,,,,,,8,8
N,JF63576,GRETI,1,,15/05/2026  08:15:00,WYT,O87,,,,,18.3,KMM,,,,,,,,,,8,8
N,JF63577,GRETI,1,,15/05/2026  08:15:00,WYT,O87,,,,,20.5,KMM,,,,,,,,,,8,8
N,BZD5287,BLUTI,1,,11/05/2026  11:33:59,WYT,O94,,,,,10.4,DLI,,,,,,,,,,11,11
N,BZD5288,BLUTI,1,,11/05/2026  11:33:59,WYT,O94,,,,,10.6,DLI,,,,,,,,,,11,11
N,BZD5289,BLUTI,1,,11/05/2026  11:33:59,WYT,O94,,,,,11.3,DLI,,,,,,,,,,11,11
N,BZD5290,BLUTI,1,,11/05/2026  11:33:59,WYT,O94,,,,,11.9,DLI,,,,,,,,,,11,11
N,BZD5291,BLUTI,1,,11/05/2026  11:33:59,WYT,O94,,,,,11.5,DLI,,,,,,,,,,11,11
N,BZD5292,BLUTI,1,,11/05/2026  11:33:59,WYT,O94,,,,,11.2,DLI,,,,,,,,,,11,11
N,BZD5293,BLUTI,1,,11/05/2026  11:33:59,WYT,O94,,,,,10.6,DLI,,,,,,,,,,11,11
N,BZD5294,BLUTI,1,,11/05/2026  11:33:59,WYT,O94,,,,,11.5,DLI,,,,,,,,,,11,11
N,BZD5295,BLUTI,1,,11/05/2026  11:33:59,WYT,O94,,,,,11.1,DLI,,,,,,,,,,11,11
N,BZD5296,BLUTI,1,,11/05/2026  11:33:59,WYT,O94,,,,,11.0,DLI,,,,,,,,,,11,11
N,BZD5297,BLUTI,1,,11/05/2026  11:33:59,WYT,O94,,,,,10.4,DLI,,,,,,,,,,11,11
N,BZD5224,BLUTI,5,M,07/05/2026  08:19:59,WYT,O94,,,,65.0,10.7,DLI,,,,,M,20.6,,,,,
N,BZD5227,BLUTI,6,F,08/05/2026  09:36:00,WYT,O94,,,,62.0,11.3,DLI,,,,,M,18.4,,,,,
R,BAC0476,BLUTI,6,F,11/05/2026  03:59:59,WYT,O96,,,,,10.4,KMM,,,,,,,,,,,
N,BZD7087,BLUTI,1,,15/05/2026  07:54:59,WYT,O96,,,,,10.3,KMM,,,,,,,,,,7,7
N,BZD7088,BLUTI,1,,15/05/2026  07:54:59,WYT,O96,,,,,10.9,KMM,,,,,,,,,,7,7
N,BZD7089,BLUTI,1,,15/05/2026  07:54:59,WYT,O96,,,,,11.0,KMM,,,,,,,,,,7,7
N,BZD7090,BLUTI,1,,15/05/2026  07:54:59,WYT,O96,,,,,11.4,KMM,,,,,,,,,,7,7
N,BZD7091,BLUTI,1,,15/05/2026  07:54:59,WYT,O96,,,,,11.7,KMM,,,,,,,,,,7,7
N,BZD7092,BLUTI,1,,15/05/2026  07:54:59,WYT,O96,,,,,10.9,KMM,,,,,,,,,,7,7
N,BZD7093,BLUTI,1,,15/05/2026  07:54:59,WYT,O96,,,,,9.0,KMM,,,,,,,,,,7,7
O,PF71173,GRETI,6,F,07/05/2026  11:42:00,WYT,P10,89,86,,,,EG,,,,,,,,,,,
N,PY94944,GRETI,1,,21/05/2026  14:00:59,WYT,P10,,,,,16.2,EG,,,,,,,,,,5,5
N,PY94945,GRETI,1,,21/05/2026  14:00:59,WYT,P10,,,,,15.7,EG,,,,,,,,,,5,5
N,PY94946,GRETI,1,,21/05/2026  14:00:59,WYT,P10,,,,,15.3,EG,,,,,,,,,,5,5
N,PY94947,GRETI,1,,21/05/2026  14:00:59,WYT,P10,,,,,15.9,EG,,,,,,,,,,5,5
N,PY94948,GRETI,1,,21/05/2026  14:00:59,WYT,P10,,,,,16.7,EG,,,,,,,,,,5,5
N,BZD7929,BLUTI,5,M,14/05/2026  09:00:00,WYT,P100,,,,64.0,10.0,KMM,,,,,M,19.4,,,,,
N,BZD7936,BLUTI,5,F,14/05/2026  09:59:59,WYT,P100,,,,61.0,10.6,KMM,,,,,M,19.0,,,,,
N,BZD7190,BLUTI,1,,18/05/2026  09:49:59,WYT,P100,,,,,11.3,HB,,,,,,,,,,10,10
N,BZD7191,BLUTI,1,,18/05/2026  09:49:59,WYT,P100,,,,,11.4,HB,,,,,,,,,,10,10
N,BZD7192,BLUTI,1,,18/05/2026  09:49:59,WYT,P100,,,,,11.7,HB,,,,,,,,,,10,10
N,BZD7193,BLUTI,1,,18/05/2026  09:49:59,WYT,P100,,,,,10.5,HB,,,,,,,,,,10,10
