"","ring","Pnum","year","sex","unique2","weight","tarsus","wing_l","age","date"
"17367","K578967","20031O61",2003,"F","20031O61_K578967",93.1,NA,30.1,"5","21/05/2003"
"17368","VF64303","20031O63",2003,"F","20031O63_VF64303",20.1,NA,74,"6","27/05/2003"
"17369","H839844","20031O69",2003,"F","20031O69_H839844",19.3,NA,74,"6","19/05/2003"
"17370","K578963","20031O71",2003,"F","20031O71_K578963",19.1,NA,74,"5","26/05/2003"
"17371","K578979","20031O76",2003,"F","20031O76_K578979",17.5,NA,73,"5","01/06/2003"
"17372","P439057","20031O82",2003,"F","20031O82_P439057",16.6,NA,72,"5","22/05/2003"
"17373","TA16839","20031O85",2003,"F","20031O85_TA16839",17.8,NA,74,"5","19/05/2003"
"17374","TA16848","20031O87",2003,"F","20031O87_TA16848",18.3,NA,74.5,"5","17/05/2003"
"17375","VR91992","20031O95",2003,"F","20031O95_VR91992",17.6,NA,73,"6","18/05/2003"
"17376","TA16149","20031P12",2003,"F","20031P12_TA16149",18.1,NA,73.5,"5","02/06/2003"
"17377","VS84724","20031P18",2003,"F","20031P18_VS84724",16.2,NA,72,"6","30/05/2003"
"17378","N200053","20031P24",2003,"F","20031P24_N200053",19.1,NA,74,"6","03/06/2003"
"17379","VF64440","20031P4",2003,"F","20031P4_VF64440",18.6,NA,75,"6","29/05/2003"
"17380","VT34304","20031SW101A",2003,"F","20031SW101A_VT34304",17.6,NA,75.5,"6","01/06/2003"
"17381","K578980","20031SW103",2003,"F","20031SW103_K578980",17.8,NA,72,"5","03/06/2003"
"17382","TA16744","20031SW104",2003,"F","20031SW104_TA16744",18.4,NA,72,"5","23/05/2003"
"17383","VT34056","20031SW109A",2003,"F","20031SW109A_VT34056",17.7,NA,73,"6","11/05/2003"
"17384","TA15018","20031SW111",2003,"F","20031SW111_TA15018",18.5,NA,73,"5","26/05/2003"
"17385","VT33915","20031SW119",2003,"F","20031SW119_VT33915",19.8,NA,72,"5","20/05/2003"
"17386","K578162","20031SW125",2003,"F","20031SW125_K578162",18.8,NA,74.5,"6","20/05/2003"
"17387","VN85403","20031SW127",2003,"F","20031SW127_VN85403",18.3,NA,74.5,"6","25/05/2003"
"17388","VR27878","20031SW130",2003,"F","20031SW130_VR27878",19.3,NA,73,"5","23/05/2003"
"17389","P439009","20031SW131",2003,"F","20031SW131_P439009",16.8,NA,72.5,"5","22/05/2003"
"17390","VT33776","20031SW15",2003,"F","20031SW15_VT33776",18.8,NA,72.5,"5","18/05/2003"
"17391","VR91688","20031SW17",2003,"F","20031SW17_VR91688",18.4,NA,73,"6","24/05/2003"
"17392","N200106","20031SW18",2003,"F","20031SW18_N200106",19,NA,75,"6","22/05/2003"
"17393","K578961","20031SW20",2003,"F","20031SW20_K578961",18.4,NA,73,"5","23/05/2003"
"17394","P439090","20031SW25",2003,"F","20031SW25_P439090",17.2,NA,74.5,"5","27/05/2003"
"17395","TA16787","20031SW27",2003,"F","20031SW27_TA16787",18.5,NA,72.5,"5","20/05/2003"
"17396","P439093","20031SW33",2003,"F","20031SW33_P439093",20.7,NA,76,"5","20/05/2003"
"17397","P439095","20031SW35",2003,"F","20031SW35_P439095",18.3,NA,71,"5","23/05/2003"
"17398","VT34031","20031SW37",2003,"F","20031SW37_VT34031",18.9,NA,72.5,"6","20/05/2003"
"17399","TA16851","20031SW39",2003,"F","20031SW39_TA16851",19.3,NA,74,"5","20/05/2003"
"17400","VF64103","20031SW41",2003,"F","20031SW41_VF64103",17.8,NA,73.5,"6","27/05/2003"
"17401","VT34297","20031SW44",2003,"F","20031SW44_VT34297",18.1,NA,75.5,"6","27/05/2003"
"17402","TA15444","20031SW47",2003,"F","20031SW47_TA15444",20.9,NA,76,"5","20/05/2003"
"17403","TA16420","20031SW49",2003,"F","20031SW49_TA16420",18.2,NA,73,"5","25/05/2003"
"17404","TA15499","20031SW51",2003,"F","20031SW51_TA15499",17.6,NA,71.5,"5","24/05/2003"
"17405","K578955","20031SW52",2003,"F","20031SW52_K578955",20.3,NA,72.5,"5","20/05/2003"
"17406","KS78954","20031SW55",2003,"F","20031SW55_KS78954",20.2,NA,73,"5","20/05/2003"
"17407","VT34646","20031SW59",2003,"F","20031SW59_VT34646",18.3,NA,71.5,"6","24/05/2003"
"17408","N200666","20031SW67",2003,"F","20031SW67_N200666",17.2,NA,73.5,"6","21/05/2003"
"17409","N200674","20031SW71",2003,"F","20031SW71_N200674",18.1,NA,73,"6","24/05/2003"
"17410","TA16153","20031SW74",2003,"F","20031SW74_TA16153",19.1,NA,74,"5","21/05/2003"
"17411","VS83214","20031SW76",2003,"F","20031SW76_VS83214",20,NA,74.5,"6","24/05/2003"
"17412","N200047","20031SW8",2003,"F","20031SW8_N200047",18.2,NA,74,"6","22/05/2003"
"17413","N200060","20031SW80",2003,"F","20031SW80_N200060",18.6,NA,73,"6","24/05/2003"
"17414","TA15122","20031SW80A",2003,"F","20031SW80A_TA15122",20.4,NA,73.5,"5","24/05/2003"
"17415","TA15518","20031SW87",2003,"F","20031SW87_TA15518",19.6,NA,72.5,"5","24/05/2003"
"17416","VT33914","20031SW90",2003,"F","20031SW90_VT33914",20.1,NA,72,"5","21/05/2003"
"17417","N200597","20031W100",2003,"F","20031W100_N200597",19.1,NA,76,"6","15/05/2003"
"17418","VT33316","20031W102",2003,"F","20031W102_VT33316",17.8,NA,74,"5","22/05/2003"
"17419","R040127","20031W103A",2003,"F","20031W103A_R040127",17.2,NA,73,"5","22/05/2003"
"17420","N200712","20031W11",2003,"F","20031W11_N200712",19.7,NA,72,"6","21/05/2003"
"17421","TA16957","20031W13",2003,"F","20031W13_TA16957",17.8,NA,72,"5","26/05/2003"
"17422","P439004","20031W14",2003,"F","20031W14_P439004",18.3,NA,73,"5","19/05/2003"
"17423","P439082","20031W15",2003,"F","20031W15_P439082",17.8,NA,71,"5","23/05/2003"
"17424","VS83683","20031W20",2003,"F","20031W20_VS83683",20.7,NA,75,"6","22/05/2003"
"17425","VT33752","20031W22",2003,"F","20031W22_VT33752",18.4,NA,73,"5","04/06/2003"
"17426","N200811","20031W25",2003,"F","20031W25_N200811",18.6,NA,72.5,"5","19/05/2003"
"17427","N200810","20031W28",2003,"F","20031W28_N200810",18.4,NA,73,"5","19/05/2003"
"17428","VN87317","20031W3",2003,"F","20031W3_VN87317",19.6,NA,74,"6","16/05/2003"
"17429","TA16995","20031W31",2003,"F","20031W31_TA16995",17.8,NA,72,"5","18/05/2003"
"17430","VT33556","20031W32",2003,"F","20031W32_VT33556",17.5,NA,71,"5","17/05/2003"
"17431","VS83786","20031W35",2003,"F","20031W35_VS83786",18.9,NA,73,"6","15/05/2003"
"17432","P439046","20031W36",2003,"F","20031W36_P439046",18.1,NA,73,"5","17/05/2003"
"17433","VT33740","20031W38",2003,"F","20031W38_VT33740",18.8,NA,72,"5","19/05/2003"
"17434","P439072","20031W41",2003,"F","20031W41_P439072",17.4,NA,72,"5","23/05/2003"
"17435","N200816","20031W42",2003,"F","20031W42_N200816",18.2,NA,72,"5","22/05/2003"
"17436","VT33038","20031W45",2003,"F","20031W45_VT33038",19.6,NA,73,"6","19/05/2003"
"17437","C695360","20031W5",2003,"F","20031W5_C695360",18.9,NA,74,"6","16/05/2003"
"17438","VT33739","20031W51",2003,"F","20031W51_VT33739",17.8,NA,70,"5","22/05/2003"
"17439","TA15668","20031W51A",2003,"F","20031W51A_TA15668",18.8,NA,75,"5","17/05/2003"
"17440","VS83731","20031W55",2003,"F","20031W55_VS83731",18.4,NA,75,"6","17/05/2003"
"17441","N200812","20031W58",2003,"F","20031W58_N200812",18.9,NA,75,"5","19/05/2003"
"17442","VT33764","20031W62",2003,"F","20031W62_VT33764",18.8,NA,73,"5","22/05/2003"
"17443","VF33763","20031W63",2003,"F","20031W63_VF33763",18.6,NA,74,"5","18/05/2003"
"17444","VT34785","20031W64",2003,"F","20031W64_VT34785",18,NA,74,"6","22/05/2003"
"17445","N200599","20031W65",2003,"F","20031W65_N200599",17.8,NA,75,"6","22/05/2003"
"17446","N200598","20031W66",2003,"F","20031W66_N200598",19.6,NA,75,"6","22/05/2003"
"17447","P282310","20031W7",2003,"F","20031W7_P282310",19.4,NA,75,"6","26/05/2003"
"17448","K604674","20031W71",2003,"F","20031W71_K604674",18.4,NA,76,"6","18/05/2003"
"17449","VT33111","20031W75A",2003,"F","20031W75A_VT33111",17.8,NA,72,"6","22/05/2003"
"17450","VT33689","20031W76",2003,"F","20031W76_VT33689",17.4,NA,72,"5","23/05/2003"
"17451","TA15200","20031W83",2003,"F","20031W83_TA15200",17.5,NA,73.5,"5","22/05/2003"
"17452","VF64622","20031W89",2003,"F","20031W89_VF64622",19,NA,74.5,"6","17/05/2003"
"17453","TA15541","20031W91",2003,"F","20031W91_TA15541",18,NA,72.5,"5","26/05/2003"
"17454","TA15588","20031W92",2003,"F","20031W92_TA15588",18.6,NA,73,"5","22/05/2003"
"17455","VF34327","20031W93",2003,"F","20031W93_VF34327",18.1,NA,73,"6","18/05/2003"
"17456","N200817","20031W95",2003,"F","20031W95_N200817",19.1,NA,73.5,"5","23/05/2003"
"17457","N200589","20031W96",2003,"F","20031W96_N200589",18.1,NA,72,"6","22/05/2003"
"17458","K578958","20032SW131",2003,"F","20032SW131_K578958",17.9,NA,72.5,"5","22/05/2003"
"17459","N200814","20032W89",2003,"F","20032W89_N200814",19,NA,73,"5","22/05/2003"
"17460","VT33530","20041B100",2004,"F","20041B100_VT33530",19.2,NA,75,"6","17/05/2004"
"17461","P439051","20041B103",2004,"F","20041B103_P439051",20,NA,75,"6","17/05/2004"
"17462","N200124","20041B117",2004,"F","20041B117_N200124",17.1,NA,69,"5","16/05/2004"
"17463","TA16082","20041B119",2004,"F","20041B119_TA16082",17.3,NA,75,"6","18/05/2004"
"17464","N200129","20041B12",2004,"F","20041B12_N200129",16.7,NA,73,"5","30/05/2004"
"17465","N200125","20041B121",2004,"F","20041B121_N200125",17.3,NA,71,"5","20/05/2004"
"17466","K578605","20041B123",2004,"F","20041B123_K578605",19.6,NA,75,"6","16/05/2004"
"17467","TB21526","20041B149",2004,"F","20041B149_TB21526",17.1,NA,72,"5","27/05/2004"
"17468","VT33566","20041B155",2004,"F","20041B155_VT33566",18.8,NA,74,"6","24/05/2004"
"17469","P439175","20041B16",2004,"F","20041B16_P439175",17,NA,72,"5","26/05/2004"
"17470","R040187","20041B164",2004,"F","20041B164_R040187",19,NA,71,"6","21/05/2004"
"17471","N199233","20041B165",2004,"F","20041B165_N199233",19.7,NA,68,"5","19/05/2004"
"17472","VX13746","20041B169",2004,"F","20041B169_VX13746",20,NA,74,"6","18/05/2004"
"17473","TA15730","20041B170",2004,"F","20041B170_TA15730",18.7,NA,70,"6","14/05/2004"
"17474","TA15513","20041B175",2004,"F","20041B175_TA15513",17.6,NA,70,"6","21/05/2004"
"17475","P439017","20041B185",2004,"F","20041B185_P439017",19.1,NA,73,"6","15/05/2004"
"17476","K578024","20041B192",2004,"F","20041B192_K578024",18.3,NA,72.5,"5","23/05/2004"
"17477","TA16060","20041B194A",2004,"F","20041B194A_TA16060",18.7,NA,75,"6","23/05/2004"
"17478","TB21644","20041B197",2004,"F","20041B197_TB21644",18.4,NA,74.5,"5","18/05/2004"
"17479","TA16360","20041B201",2004,"F","20041B201_TA16360",18.9,NA,74,"6","15/05/2004"
"17480","VR91379","20041B203",2004,"F","20041B203_VR91379",18.1,NA,70,"5","23/05/2004"
"17481","TB21936","20041B208",2004,"F","20041B208_TB21936",17.8,NA,69,"5","15/05/2004"
"17482","N199222","20041B213",2004,"F","20041B213_N199222",18.6,NA,71.5,"5","15/05/2004"
"17483","TA16385","20041B215",2004,"F","20041B215_TA16385",17.3,NA,70.5,"6","15/05/2004"
"17484","R639017","20041B217",2004,"F","20041B217_R639017",19.3,NA,75,"6","22/05/2004"
"17485","N200127","20041B225",2004,"F","20041B225_N200127",17.2,NA,72,"6","23/05/2004"
"17486","N200126","20041B24",2004,"F","20041B24_N200126",18.6,NA,72,"5","20/05/2004"
"17487","N200128","20041B26",2004,"F","20041B26_N200128",19.1,NA,72,"5","26/05/2004"
"17488","VR91388","20041B34",2004,"F","20041B34_VR91388",17.6,NA,72,"5","23/05/2004"
"17489","R639015","20041B39",2004,"F","20041B39_R639015",18.5,NA,72,"4","23/05/2004"
"17490","P439168","20041B43",2004,"F","20041B43_P439168",18.5,NA,72,"6","25/05/2004"
"17491","N199278","20041B53",2004,"F","20041B53_N199278",17.3,NA,71,"5","24/05/2004"
"17492","TA15081","20041B55",2004,"F","20041B55_TA15081",18.8,NA,72,"4","20/05/2004"
"17493","N199231","20041B70",2004,"F","20041B70_N199231",19.5,NA,70,"4","18/05/2004"
"17494","TB21570","20041B79A",2004,"F","20041B79A_TB21570",19.4,NA,72,"4","17/05/2004"
"17495","R639016","20041B8",2004,"F","20041B8_R639016",19.2,NA,77,"6","24/05/2004"
"17496","R639007","20041B81",2004,"F","20041B81_R639007",17.4,NA,72,"6","16/05/2004"
"17497","TB27036","20041B92",2004,"F","20041B92_TB27036",19,NA,76,"5","12/05/2004"
"17498","TA15425","20041C1",2004,"F","20041C1_TA15425",18.1,23.5,72,"6","11/05/2004"
"17499","H300066","20041C10",2004,"F","20041C10_H300066",16.9,22,69,"5","19/05/2004"
"17500","TA15245","20041C102",2004,"F","20041C102_TA15245",18.1,23,73,"5","17/05/2004"
"17501","VR91220","20041C11",2004,"F","20041C11_VR91220",17.4,23,71,"5","11/05/2004"
"17502","H300048","20041C110",2004,"F","20041C110_H300048",18.2,23.6,74,"6","26/05/2004"
"17503","H300060","20041C112",2004,"F","20041C112_H300060",18.8,24,76,"6","14/05/2004"
"17504","H300060","20041C12",2004,"F","20041C12_H300060",17.3,23.8,72.5,"6","16/06/2004"
"17505","TA16808","20041C123",2004,"F","20041C123_TA16808",18.1,24,72.5,"6","14/05/2004"
"17506","TA15407","20041C128",2004,"F","20041C128_TA15407",17,22.9,67,"6","21/05/2004"
"17507","TA15224","20041C132",2004,"F","20041C132_TA15224",17.6,23,72,"6","14/05/2004"
"17508","VS84844","20041C134",2004,"F","20041C134_VS84844",19.8,23.8,73,"6","21/06/2004"
"17509","VF64167","20041C148",2004,"F","20041C148_VF64167",18.9,23,73,"6","18/05/2004"
"17510","H300032","20041C15",2004,"F","20041C15_H300032",18.8,24,70.5,"6","14/05/2004"
"17511","TA15140","20041C152",2004,"F","20041C152_TA15140",17.2,23,71.5,"6","18/05/2004"
"17512","VF63050","20041C155",2004,"F","20041C155_VF63050",19.1,23.2,74,"5","18/05/2004"
"17513","VR90069","20041C160B",2004,"F","20041C160B_VR90069",18.2,22,74,"6","27/05/2004"
"17514","P439061","20041C163",2004,"F","20041C163_P439061",17.3,23.5,71,"6","17/05/2004"
"17515","TA15243","20041C24C",2004,"F","20041C24C_TA15243",18.1,23.5,72.5,"5","14/05/2004"
"17516","VR63209","20041C31",2004,"F","20041C31_VR63209",18,23,71.5,"5","14/05/2004"
"17517","VS84844","20041C32",2004,"F","20041C32_VS84844",18,23.5,73,"6","19/05/2004"
"17518","TA15243","20041C36",2004,"F","20041C36_TA15243",17.1,23.8,70,"5","12/06/2004"
"17519","TA15559","20041C4",2004,"F","20041C4_TA15559",19.4,24,75,"6","26/05/2004"
"17520","VF63357","20041C41",2004,"F","20041C41_VF63357",17.6,23,69.5,"5","17/05/2004"
"17521","TA15149","20041C45",2004,"F","20041C45_TA15149",19.4,23,74,"6","18/05/2004"
"17522","VT33932","20041C50",2004,"F","20041C50_VT33932",18.1,24,73,"6","18/05/2004"
"17523","VT34185","20041C51",2004,"F","20041C51_VT34185",18.8,23.2,73.1,"6","20/05/2004"
"17524","P439028","20041C59",2004,"F","20041C59_P439028",19.5,23.2,72,"6","20/05/2004"
"17525","TB27024","20041C61",2004,"F","20041C61_TB27024",16.9,23.5,71,"5","17/05/2004"
"17526","VF63207","20041C62",2004,"F","20041C62_VF63207",16.4,23,70,"5","01/06/2004"
"17527","H300031","20041C9",2004,"F","20041C9_H300031",18.6,23,73,"6","14/05/2004"
"17528","P439141","20041CP21",2004,"F","20041CP21_P439141",18.2,NA,73,"5","11/05/2004"
"17529","N200805","20041CP22",2004,"F","20041CP22_N200805",18.6,NA,75.5,"6","13/05/2004"
"17530","VT33713","20041CP24",2004,"F","20041CP24_VT33713",17.3,NA,71,"6","25/05/2004"
"17531","TA16843","20041CP27",2004,"F","20041CP27_TA16843",17.4,NA,75,"6","25/05/2004"
"17532","VT33723","20041CP33",2004,"F","20041CP33_VT33723",18.8,NA,75,"6","23/05/2004"
"17533","T177521","20041CP34",2004,"F","20041CP34_T177521",19.3,NA,71.5,"5","23/05/2004"
"17534","TA16132","20041CP35",2004,"F","20041CP35_TA16132",17.7,NA,73.5,"6","11/05/2004"
"17535","VF63172","20041CP38A",2004,"F","20041CP38A_VF63172",17.1,NA,69.5,"5","24/05/2004"
"17536","VR27854","20041CP39",2004,"F","20041CP39_VR27854",19.8,NA,75,"6","11/05/2004"
"17537","TA16592","20041CP41",2004,"F","20041CP41_TA16592",18.5,NA,74,"6","18/05/2004"
"17538","VS84959","20041CP5",2004,"F","20041CP5_VS84959",16.3,NA,72,"5","18/05/2004"
"17539","VH21716","20041CP8",2004,"F","20041CP8_VH21716",17.9,NA,71,"5","25/05/2004"
"17540","N200747","20041EX10A",2004,"F","20041EX10A_N200747",17.5,NA,73,"6","21/05/2004"
"17541","T177502","20041EX13",2004,"F","20041EX13_T177502",18.9,NA,72,"5","14/05/2004"
"17542","VS84332","20041EX14A",2004,"F","20041EX14A_VS84332",20.1,NA,75,"6","08/05/2004"
"17543","T177519","20041EX15",2004,"F","20041EX15_T177519",18.6,NA,75,"6","21/05/2004"
"17544","T177506","20041EX16",2004,"F","20041EX16_T177506",18.4,NA,73,"5","16/05/2004"
"17545","VT33381","20041EX19",2004,"F","20041EX19_VT33381",19,NA,73,"6","14/05/2004"
"17546","N200703","20041EX2",2004,"F","20041EX2_N200703",18,NA,73,"6","14/05/2004"
"17547","T177507","20041EX20",2004,"F","20041EX20_T177507",17.6,NA,73,"5","16/05/2004"
"17548","P282310","20041EX21",2004,"F","20041EX21_P282310",19.9,NA,75.5,"6","24/05/2004"
"17549","N200825","20041EX25",2004,"F","20041EX25_N200825",18.2,NA,74,"6","20/05/2004"
"17550","VT33596","20041EX28",2004,"F","20041EX28_VT33596",18.6,NA,73,"6","14/05/2004"
"17551","TA16757","20041EX31",2004,"F","20041EX31_TA16757",19.2,NA,76,"6","12/05/2004"
"17552","T177530","20041EX31A",2004,"F","20041EX31A_T177530",18.2,NA,73,"5","26/05/2004"
"17553","VR27832","20041EX34",2004,"F","20041EX34_VR27832",18.7,NA,76,"6","16/05/2004"
"17554","N200806","20041EX36",2004,"F","20041EX36_N200806",18,NA,73,"6","16/05/2004"
"17555","VF64845","20041EX38A",2004,"F","20041EX38A_VF64845",18.8,NA,74,"5","15/05/2004"
"17556","TA16761","20041EX41C",2004,"F","20041EX41C_TA16761",20,NA,74,"6","15/05/2004"
"17557","TA16861","20041EX42A",2004,"F","20041EX42A_TA16861",18.2,NA,73.5,"6","21/05/2004"
"17558","F952921","20041EX43D",2004,"F","20041EX43D_F952921",19.8,NA,75,"5","15/05/2004"
"17559","VT34740","20041EX45",2004,"F","20041EX45_VT34740",19,NA,73,"6","15/05/2004"
"17560","TA16864","20041EX47",2004,"F","20041EX47_TA16864",18.2,NA,72.5,"5","19/05/2004"
"17561","VF64802","20041EX47A",2004,"F","20041EX47A_VF64802",20,NA,72,"5","19/05/2004"
"17562","VF64839","20041EX49B",2004,"F","20041EX49B_VF64839",17.8,NA,73,"5","13/05/2004"
"17563","C695399","20041EX49C",2004,"F","20041EX49C_C695399",20.8,NA,73,"6","27/05/2004"
"17564","VF64752","20041EX51C",2004,"F","20041EX51C_VF64752",18.4,NA,73.5,"6","13/05/2004"
"17565","VF64811","20041EX51D",2004,"F","20041EX51D_VF64811",19.2,NA,72,"5","13/05/2004"
"17566","TA16484","20041EX54",2004,"F","20041EX54_TA16484",19.8,NA,75,"6","13/05/2004"
"17567","C695385","20041EX55",2004,"F","20041EX55_C695385",18.8,NA,72,"6","13/05/2004"
"17568","VS84360","20041EX61",2004,"F","20041EX61_VS84360",18.2,NA,74.5,"6","19/05/2004"
"17569","N200821","20041EX62",2004,"F","20041EX62_N200821",19.3,NA,73,"6","15/05/2004"
"17570","VH21717","20041EX62I",2004,"F","20041EX62I_VH21717",19.1,NA,72,"5","13/05/2004"
"17571","T177509","20041EX64",2004,"F","20041EX64_T177509",17.2,NA,71,"5","19/05/2004"
"17572","TB21811","20041EX65",2004,"F","20041EX65_TB21811",19.4,NA,72.5,"5","19/05/2004"
"17573","N200773","20041EX66",2004,"F","20041EX66_N200773",19.9,NA,74,"6","12/05/2004"
"17574","TA16926","20041EX67",2004,"F","20041EX67_TA16926",18.4,NA,73,"6","19/05/2004"
"17575","N200780","20041EX68",2004,"F","20041EX68_N200780",18.2,NA,73,"6","15/05/2004"
"17576","TA15577","20041EX7",2004,"F","20041EX7_TA15577",17.8,NA,73,"6","14/05/2004"
"17577","F952990","20041EX70",2004,"F","20041EX70_F952990",17.5,NA,74,"5","19/05/2004"
"17578","N200819","20041EX73",2004,"F","20041EX73_N200819",18.2,NA,74,"6","15/05/2004"
"17579","F952994","20041EX73A",2004,"F","20041EX73A_F952994",18.6,NA,71,"5","22/05/2004"
"17580","VS84491","20041EX74",2004,"F","20041EX74_VS84491",18,NA,72,"6","19/05/2004"
"17581","TA15501","20041EX75",2004,"F","20041EX75_TA15501",18.4,NA,73.5,"6","15/05/2004"
"17582","VF63356","20041EX76",2004,"F","20041EX76_VF63356",19.5,NA,72,"5","15/05/2004"
"17583","N200680","20041EX77",2004,"F","20041EX77_N200680",18.4,NA,73,"6","19/05/2004"
"17584","VR98327","20041EX78",2004,"F","20041EX78_VR98327",17.9,NA,72,"5","23/05/2004"
"17585","N200711","20041EX8",2004,"F","20041EX8_N200711",16.5,NA,72,"6","26/05/2004"
"17586","VH21778","20041EX80",2004,"F","20041EX80_VH21778",18.1,NA,73,"5","19/05/2004"
"17587","VF64233","20041EX81A",2004,"F","20041EX81A_VF64233",18.1,NA,74,"6","23/05/2004"
"17588","VR91221","20041EX88",2004,"F","20041EX88_VR91221",18.1,NA,73,"5","20/05/2004"
"17589","TA16928","20041EX89",2004,"F","20041EX89_TA16928",18.8,NA,75,"6","23/05/2004"
"17590","VF63666","20041EX8A",2004,"F","20041EX8A_VF63666",17,NA,73.5,"6","26/05/2004"
"17591","P439186","20041MP18",2004,"F","20041MP18_P439186",17,18.6,72,"6","22/06/2004"
"17592","VJ59774","20041MP2",2004,"F","20041MP2_VJ59774",17.6,20,72,"6","30/06/2004"
"17593","R639013","20041MP25",2004,"F","20041MP25_R639013",19,19.7,71,"6","28/06/2004"
"17594","VF64135","20041MP29",2004,"F","20041MP29_VF64135",17,20.1,72,"6","20/06/2004"
"17595","N199107","20041MP34",2004,"F","20041MP34_N199107",18.1,20.2,74,"5","20/06/2004"
"17596","TA16238","20041MP44",2004,"F","20041MP44_TA16238",17,20.1,73,"6","10/06/2004"
"17597","N199105","20041MP51",2004,"F","20041MP51_N199105",17.9,19.5,73,"5","07/06/2004"
"17598","R639009","20041MP52",2004,"F","20041MP52_R639009",16,20.5,73,"6","07/06/2004"
"17599","N199111","20041MP60",2004,"F","20041MP60_N199111",18.2,20.2,73,"5","18/06/2004"
"17600","TA16184","20041MP65",2004,"F","20041MP65_TA16184",18,19.5,73,"6","06/06/2004"
"17601","N199104","20041MP67",2004,"F","20041MP67_N199104",14.7,19.2,73,"5","07/06/2004"
"17602","N199106","20041MP7",2004,"F","20041MP7_N199106",17.6,19.8,72,"5","12/06/2004"
"17603","N199109","20041MP70",2004,"F","20041MP70_N199109",17.8,19.1,72,"5","14/06/2004"
"17604","N199103","20041MP73",2004,"F","20041MP73_N199103",17.4,20.1,74,"5","06/06/2004"
"17605","VF63170","20041MP74",2004,"F","20041MP74_VF63170",17.8,19.8,73,"5","22/06/2004"
"17606","K604567","20041MP76",2004,"F","20041MP76_K604567",17.8,19.5,70,"6","07/06/2004"
"17607","K578601","20041MP79",2004,"F","20041MP79_K578601",18,20.1,75,"6","06/06/2004"
"17608","K604592","20041MP88",2004,"F","20041MP88_K604592",17.7,20.2,72,"6","24/06/2004"
"17609","VS83256","20041MP96",2004,"F","20041MP96_VS83256",16.4,19.9,76,"6","20/06/2004"
"17610","TA16848","20041O106",2004,"F","20041O106_TA16848",20.3,NA,NA,"5","14/05/2004"
"17611","VT33822","20041O11",2004,"F","20041O11_VT33822",17.9,NA,73,"5","21/05/2004"
"17612","VT34052","20041O110",2004,"F","20041O110_VT34052",18,NA,73,"5","21/05/2004"
"17613","TA15246","20041O118",2004,"F","20041O118_TA15246",18.2,NA,72.5,"5","26/05/2004"
"17614","N200101","20041O2",2004,"F","20041O2_N200101",17,NA,74.5,"6","21/05/2004"
"17615","TB21870","20041O25",2004,"F","20041O25_TB21870",18.7,NA,75,"5","18/05/2004"
"17616","P439195","20041O27A",2004,"F","20041O27A_P439195",18,NA,73,"5","26/05/2004"
"17617","R040089","20041O29",2004,"F","20041O29_R040089",16.5,NA,75,"6","26/05/2004"
"17618","VT33407","20041O35",2004,"F","20041O35_VT33407",17.1,NA,74,"5","02/06/2004"
"17619","VF64809","20041O36",2004,"F","20041O36_VF64809",16.7,NA,71,"5","27/05/2004"
"17620","N199011","20041O37",2004,"F","20041O37_N199011",19.2,NA,74.5,"6","27/05/2004"
"17621","VT33598","20041O41",2004,"F","20041O41_VT33598",17.6,NA,72.5,"6","21/05/2004"
"17622","VF63056","20041O45",2004,"F","20041O45_VF63056",16.7,NA,72,"5","21/05/2004"
"17623","VS84386","20041O53",2004,"F","20041O53_VS84386",18.3,NA,73,"6","31/05/2004"
"17624","P439149","20041O56",2004,"F","20041O56_P439149",18.5,NA,74,"5","14/05/2004"
"17625","H839846","20041O59",2004,"F","20041O59_H839846",18.6,NA,75,"6","23/05/2004"
"17626","P439105","20041O62",2004,"F","20041O62_P439105",18.4,NA,76,"6","30/05/2004"
"17627","F952912","20041O64",2004,"F","20041O64_F952912",18.3,NA,72,"5","23/05/2004"
"17628","N199014","20041O67",2004,"F","20041O67_N199014",16.9,NA,74,"5","02/06/2004"
"17629","VR27879","20041O71",2004,"F","20041O71_VR27879",18.6,NA,76,"6","02/06/2004"
"17630","N200846","20041O75A",2004,"F","20041O75A_N200846",17.7,NA,73,"6","23/05/2004"
"17631","N199006","20041O76",2004,"F","20041O76_N199006",20.1,NA,72.5,"6","23/05/2004"
"17632","N199012","20041O78A",2004,"F","20041O78A_N199012",19.3,NA,75,"6","29/05/2004"
"17633","P439009","20041O83",2004,"F","20041O83_P439009",17.5,NA,NA,"6","14/05/2004"
"17634","VT33801","20041O86",2004,"F","20041O86_VT33801",16.8,NA,74,"5","14/05/2004"
"17635","TA16153","20041P1",2004,"F","20041P1_TA16153",18.5,NA,73,"6","21/05/2004"
"17636","TA16355","20041P10",2004,"F","20041P10_TA16355",18.1,NA,75,"5","20/05/2004"
"17637","F952941","20041P12",2004,"F","20041P12_F952941",17.6,NA,75,"5","24/05/2004"
"17638","VN57424","20041P14",2004,"F","20041P14_VN57424",18.7,NA,75,"5","24/05/2004"
"17639","P439024","20041P17",2004,"F","20041P17_P439024",17.7,NA,76,"6","24/05/2004"
"17640","VS84724","20041P18",2004,"F","20041P18_VS84724",17.2,NA,72,"6","25/05/2004"
"17641","VN57478","20041P23",2004,"F","20041P23_VN57478",17.8,NA,74,"5","30/05/2004"
"17642","N199005","20041P24",2004,"F","20041P24_N199005",17.3,NA,74,"5","21/05/2004"
